,Index,Id,Name,Location,OZONE_PPM,EpochTime,PM2_5_daily_max,PM2_5_daily_mean,OZONE,CO_PPM,PM25B_UG_M3_daily_mean,OZONE_PPM_daily_median,CO_PPB,PM25B_UG_M3,OZONE_daily_max,OZONE2_PPM,NO_PPB,OZONE_daily_mean,PM25T_UG_M3,PM2_5,OZONE2_PPM_daily_median,PM25B_UG_M3_daily_max,OZONE_PPM_daily_max,SO2_PPB,OZONE_PPM_daily_mean,OZONE_daily_median,PM25B_UG_M3_daily_median,PM10_UG_M3,PM2_5_daily_median,OZONE2_PPM_daily_mean,NO2_PPB,OZONE2_PPM_daily_max,PM10B_UG_M3,Latitude,Longitude,Time
853,853,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473193800,,,,,,,,,,,,,,10,,,,,,,,,,,,,,40.43743056,-79.86357222,9/6/16 16:30
854,854,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473197400,,,,,,,,,,,,,,21,,,,,,,,,,,,,,40.43743056,-79.86357222,9/6/16 17:30
855,855,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473201000,,,,,,,,,,,,,,19,,,,,,,,,,,,,,40.43743056,-79.86357222,9/6/16 18:30
856,856,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473204600,,,,,,,,,,,,,,15,,,,,,,,,,,,,,40.43743056,-79.86357222,9/6/16 19:30
857,857,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473208200,,,,,,,,,,,,,,19,,,,,,,,,,,,,,40.43743056,-79.86357222,9/6/16 20:30
858,858,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473211800,,,,,,,,,,,,,,21,,,,,,,,,,,,,,40.43743056,-79.86357222,9/6/16 21:30
859,859,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473215400,,,,,,,,,,,,,,15,,,,,,,,,,,,,,40.43743056,-79.86357222,9/6/16 22:30
860,860,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473219000,,,,,,,,,,,,,,15,,,,,,,,,,,,,,40.43743056,-79.86357222,9/6/16 23:30
861,861,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473222600,,,,,,,,,,,,,,16,,,,,,,,,,,,,,40.43743056,-79.86357222,9/7/16 00:30
862,862,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473226200,,,,,,,,,,,,,,12,,,,,,,,,,,,,,40.43743056,-79.86357222,9/7/16 01:30
863,863,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473229800,,,,,,,,,,,,,,21,,,,,,,,,,,,,,40.43743056,-79.86357222,9/7/16 02:30
864,864,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473233400,,,,,,,,,,,,,,24,,,,,,,,,,,,,,40.43743056,-79.86357222,9/7/16 03:30
865,865,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473237000,,,,,,,,,,,,,,19,,,,,,,,,,,,,,40.43743056,-79.86357222,9/7/16 04:30
866,866,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473240600,,,,,,,,,,,,,,15,,,,,,,,,,,,,,40.43743056,-79.86357222,9/7/16 05:30
867,867,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473244200,,,,,,,,,,,,,,16,,,,,,,,,,,,,,40.43743056,-79.86357222,9/7/16 06:30
868,868,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473247800,,,,,,,,,,,,,,16,,,,,,,,,,,,,,40.43743056,-79.86357222,9/7/16 07:30
869,869,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473251400,,,,,,,,,,,,,,15,,,,,,,,,,,,,,40.43743056,-79.86357222,9/7/16 08:30
870,870,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473255000,,,,,,,,,,,,,,13,,,,,,,,,,,,,,40.43743056,-79.86357222,9/7/16 09:30
871,871,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473258600,,,,,,,,,,,,,,16,,,,,,,,,,,,,,40.43743056,-79.86357222,9/7/16 10:30
872,872,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473262200,,,,,,,,,,,,,,18,,,,,,,,,,,,,,40.43743056,-79.86357222,9/7/16 11:30
873,873,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473264000,24,14.29166667,,,,,,,,,,,,,,,,,,,,,14.5,,,,,40.43743056,-79.86357222,9/7/16 12:00
874,874,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473265800,,,,,,,,,,,,,,15,,,,,,,,,,,,,,40.43743056,-79.86357222,9/7/16 12:30
875,875,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473269400,,,,,,,,,,,,,,13,,,,,,,,,,,,,,40.43743056,-79.86357222,9/7/16 13:30
876,876,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473273000,,,,,,,,,,,,,,8,,,,,,,,,,,,,,40.43743056,-79.86357222,9/7/16 14:30
877,877,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473276600,,,,,,,,,,,,,,5,,,,,,,,,,,,,,40.43743056,-79.86357222,9/7/16 15:30
878,878,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473280200,,,,,,,,,,,,,,10,,,,,,,,,,,,,,40.43743056,-79.86357222,9/7/16 16:30
879,879,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473283800,,,,,,,,,,,,,,7,,,,,,,,,,,,,,40.43743056,-79.86357222,9/7/16 17:30
880,880,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473287400,,,,,,,,,,,,,,13,,,,,,,,,,,,,,40.43743056,-79.86357222,9/7/16 18:30
881,881,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473291000,,,,,,,,,,,,,,13,,,,,,,,,,,,,,40.43743056,-79.86357222,9/7/16 19:30
882,882,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473294600,,,,,,,,,,,,,,14,,,,,,,,,,,,,,40.43743056,-79.86357222,9/7/16 20:30
883,883,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473298200,,,,,,,,,,,,,,14,,,,,,,,,,,,,,40.43743056,-79.86357222,9/7/16 21:30
884,884,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473301800,,,,,,,,,,,,,,17,,,,,,,,,,,,,,40.43743056,-79.86357222,9/7/16 22:30
885,885,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473305400,,,,,,,,,,,,,,13,,,,,,,,,,,,,,40.43743056,-79.86357222,9/7/16 23:30
886,886,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473309000,,,,,,,,,,,,,,11,,,,,,,,,,,,,,40.43743056,-79.86357222,9/8/16 00:30
887,887,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473312600,,,,,,,,,,,,,,9,,,,,,,,,,,,,,40.43743056,-79.86357222,9/8/16 01:30
888,888,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473316200,,,,,,,,,,,,,,12,,,,,,,,,,,,,,40.43743056,-79.86357222,9/8/16 02:30
889,889,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473319800,,,,,,,,,,,,,,16,,,,,,,,,,,,,,40.43743056,-79.86357222,9/8/16 03:30
890,890,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473323400,,,,,,,,,,,,,,12,,,,,,,,,,,,,,40.43743056,-79.86357222,9/8/16 04:30
891,891,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473327000,,,,,,,,,,,,,,12,,,,,,,,,,,,,,40.43743056,-79.86357222,9/8/16 05:30
892,892,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473330600,,,,,,,,,,,,,,14,,,,,,,,,,,,,,40.43743056,-79.86357222,9/8/16 06:30
893,893,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473334200,,,,,,,,,,,,,,14,,,,,,,,,,,,,,40.43743056,-79.86357222,9/8/16 07:30
894,894,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473337800,,,,,,,,,,,,,,15,,,,,,,,,,,,,,40.43743056,-79.86357222,9/8/16 08:30
895,895,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473341400,,,,,,,,,,,,,,15,,,,,,,,,,,,,,40.43743056,-79.86357222,9/8/16 09:30
896,896,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473345000,,,,,,,,,,,,,,13,,,,,,,,,,,,,,40.43743056,-79.86357222,9/8/16 10:30
897,897,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473348600,,,,,,,,,,,,,,13,,,,,,,,,,,,,,40.43743056,-79.86357222,9/8/16 11:30
898,898,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473350400,19,12.875,,,,,,,,,,,,,,,,,,,,,12.5,,,,,40.43743056,-79.86357222,9/8/16 12:00
899,899,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473352200,,,,,,,,,,,,,,12,,,,,,,,,,,,,,40.43743056,-79.86357222,9/8/16 12:30
900,900,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473355800,,,,,,,,,,,,,,11,,,,,,,,,,,,,,40.43743056,-79.86357222,9/8/16 13:30
901,901,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473359400,,,,,,,,,,,,,,12,,,,,,,,,,,,,,40.43743056,-79.86357222,9/8/16 14:30
902,902,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473363000,,,,,,,,,,,,,,11,,,,,,,,,,,,,,40.43743056,-79.86357222,9/8/16 15:30
903,903,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473366600,,,,,,,,,,,,,,19,,,,,,,,,,,,,,40.43743056,-79.86357222,9/8/16 16:30
904,904,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473370200,,,,,,,,,,,,,,14,,,,,,,,,,,,,,40.43743056,-79.86357222,9/8/16 17:30
905,905,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473373800,,,,,,,,,,,,,,13,,,,,,,,,,,,,,40.43743056,-79.86357222,9/8/16 18:30
906,906,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473377400,,,,,,,,,,,,,,16,,,,,,,,,,,,,,40.43743056,-79.86357222,9/8/16 19:30
907,907,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473381000,,,,,,,,,,,,,,11,,,,,,,,,,,,,,40.43743056,-79.86357222,9/8/16 20:30
908,908,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473384600,,,,,,,,,,,,,,13,,,,,,,,,,,,,,40.43743056,-79.86357222,9/8/16 21:30
909,909,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473388200,,,,,,,,,,,,,,10,,,,,,,,,,,,,,40.43743056,-79.86357222,9/8/16 22:30
910,910,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473391800,,,,,,,,,,,,,,11,,,,,,,,,,,,,,40.43743056,-79.86357222,9/8/16 23:30
911,911,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473395400,,,,,,,,,,,,,,8,,,,,,,,,,,,,,40.43743056,-79.86357222,9/9/16 00:30
912,912,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473399000,,,,,,,,,,,,,,8,,,,,,,,,,,,,,40.43743056,-79.86357222,9/9/16 01:30
913,913,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473402600,,,,,,,,,,,,,,7,,,,,,,,,,,,,,40.43743056,-79.86357222,9/9/16 02:30
914,914,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473406200,,,,,,,,,,,,,,3,,,,,,,,,,,,,,40.43743056,-79.86357222,9/9/16 03:30
915,915,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473409800,,,,,,,,,,,,,,2,,,,,,,,,,,,,,40.43743056,-79.86357222,9/9/16 04:30
916,916,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473413400,,,,,,,,,,,,,,3,,,,,,,,,,,,,,40.43743056,-79.86357222,9/9/16 05:30
917,917,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473417000,,,,,,,,,,,,,,7,,,,,,,,,,,,,,40.43743056,-79.86357222,9/9/16 06:30
918,918,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473420600,,,,,,,,,,,,,,8,,,,,,,,,,,,,,40.43743056,-79.86357222,9/9/16 07:30
919,919,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473424200,,,,,,,,,,,,,,6,,,,,,,,,,,,,,40.43743056,-79.86357222,9/9/16 08:30
920,920,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473427800,,,,,,,,,,,,,,4,,,,,,,,,,,,,,40.43743056,-79.86357222,9/9/16 09:30
921,921,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473431400,,,,,,,,,,,,,,2,,,,,,,,,,,,,,40.43743056,-79.86357222,9/9/16 10:30
922,922,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473435000,,,,,,,,,,,,,,8,,,,,,,,,,,,,,40.43743056,-79.86357222,9/9/16 11:30
923,923,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473436800,23,8,,,,,,,,,,,,,,,,,,,,,8,,,,,40.43743056,-79.86357222,9/9/16 12:00
924,924,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473438600,,,,,,,,,,,,,,7,,,,,,,,,,,,,,40.43743056,-79.86357222,9/9/16 12:30
925,925,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473442200,,,,,,,,,,,,,,9,,,,,,,,,,,,,,40.43743056,-79.86357222,9/9/16 13:30
926,926,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473445800,,,,,,,,,,,,,,8,,,,,,,,,,,,,,40.43743056,-79.86357222,9/9/16 14:30
927,927,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473449400,,,,,,,,,,,,,,23,,,,,,,,,,,,,,40.43743056,-79.86357222,9/9/16 15:30
928,928,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473453000,,,,,,,,,,,,,,13,,,,,,,,,,,,,,40.43743056,-79.86357222,9/9/16 16:30
929,929,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473463800,,,,,,,,,,,,,,5,,,,,,,,,,,,,,40.43743056,-79.86357222,9/9/16 19:30
930,930,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473467400,,,,,,,,,,,,,,9,,,,,,,,,,,,,,40.43743056,-79.86357222,9/9/16 20:30
931,931,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473471000,,,,,,,,,,,,,,10,,,,,,,,,,,,,,40.43743056,-79.86357222,9/9/16 21:30
932,932,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473474600,,,,,,,,,,,,,,13,,,,,,,,,,,,,,40.43743056,-79.86357222,9/9/16 22:30
933,933,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473478200,,,,,,,,,,,,,,13,,,,,,,,,,,,,,40.43743056,-79.86357222,9/9/16 23:30
934,934,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473481800,,,,,,,,,,,,,,8,,,,,,,,,,,,,,40.43743056,-79.86357222,9/10/16 00:30
935,935,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473485400,,,,,,,,,,,,,,11,,,,,,,,,,,,,,40.43743056,-79.86357222,9/10/16 01:30
936,936,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473489000,,,,,,,,,,,,,,6,,,,,,,,,,,,,,40.43743056,-79.86357222,9/10/16 02:30
937,937,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473492600,,,,,,,,,,,,,,12,,,,,,,,,,,,,,40.43743056,-79.86357222,9/10/16 03:30
938,938,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473496200,,,,,,,,,,,,,,11,,,,,,,,,,,,,,40.43743056,-79.86357222,9/10/16 04:30
939,939,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473499800,,,,,,,,,,,,,,17,,,,,,,,,,,,,,40.43743056,-79.86357222,9/10/16 05:30
940,940,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473503400,,,,,,,,,,,,,,14,,,,,,,,,,,,,,40.43743056,-79.86357222,9/10/16 06:30
941,941,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473507000,,,,,,,,,,,,,,11,,,,,,,,,,,,,,40.43743056,-79.86357222,9/10/16 07:30
942,942,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473510600,,,,,,,,,,,,,,15,,,,,,,,,,,,,,40.43743056,-79.86357222,9/10/16 08:30
943,943,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473514200,,,,,,,,,,,,,,12,,,,,,,,,,,,,,40.43743056,-79.86357222,9/10/16 09:30
944,944,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473517800,,,,,,,,,,,,,,7,,,,,,,,,,,,,,40.43743056,-79.86357222,9/10/16 10:30
945,945,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473521400,,,,,,,,,,,,,,12,,,,,,,,,,,,,,40.43743056,-79.86357222,9/10/16 11:30
946,946,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473523200,17,10.54166667,,,,,,,,,,,,,,,,,,,,,11,,,,,40.43743056,-79.86357222,9/10/16 12:00
947,947,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473525000,,,,,,,,,,,,,,11,,,,,,,,,,,,,,40.43743056,-79.86357222,9/10/16 12:30
948,948,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473528600,,,,,,,,,,,,,,7,,,,,,,,,,,,,,40.43743056,-79.86357222,9/10/16 13:30
949,949,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473532200,,,,,,,,,,,,,,12,,,,,,,,,,,,,,40.43743056,-79.86357222,9/10/16 14:30
950,950,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473535800,,,,,,,,,,,,,,11,,,,,,,,,,,,,,40.43743056,-79.86357222,9/10/16 15:30
951,951,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473539400,,,,,,,,,,,,,,10,,,,,,,,,,,,,,40.43743056,-79.86357222,9/10/16 16:30
952,952,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473543000,,,,,,,,,,,,,,9,,,,,,,,,,,,,,40.43743056,-79.86357222,9/10/16 17:30
953,953,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473546600,,,,,,,,,,,,,,11,,,,,,,,,,,,,,40.43743056,-79.86357222,9/10/16 18:30
954,954,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473550200,,,,,,,,,,,,,,17,,,,,,,,,,,,,,40.43743056,-79.86357222,9/10/16 19:30
955,955,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473553800,,,,,,,,,,,,,,16,,,,,,,,,,,,,,40.43743056,-79.86357222,9/10/16 20:30
956,956,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473557400,,,,,,,,,,,,,,11,,,,,,,,,,,,,,40.43743056,-79.86357222,9/10/16 21:30
957,957,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473561000,,,,,,,,,,,,,,2,,,,,,,,,,,,,,40.43743056,-79.86357222,9/10/16 22:30
958,958,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473564600,,,,,,,,,,,,,,0,,,,,,,,,,,,,,40.43743056,-79.86357222,9/10/16 23:30
959,959,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473568200,,,,,,,,,,,,,,4,,,,,,,,,,,,,,40.43743056,-79.86357222,9/11/16 00:30
960,960,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473571800,,,,,,,,,,,,,,3,,,,,,,,,,,,,,40.43743056,-79.86357222,9/11/16 01:30
961,961,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473575400,,,,,,,,,,,,,,1,,,,,,,,,,,,,,40.43743056,-79.86357222,9/11/16 02:30
962,962,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473579000,,,,,,,,,,,,,,4,,,,,,,,,,,,,,40.43743056,-79.86357222,9/11/16 03:30
963,963,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473582600,,,,,,,,,,,,,,3,,,,,,,,,,,,,,40.43743056,-79.86357222,9/11/16 04:30
964,964,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473586200,,,,,,,,,,,,,,5,,,,,,,,,,,,,,40.43743056,-79.86357222,9/11/16 05:30
965,965,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473589800,,,,,,,,,,,,,,4,,,,,,,,,,,,,,40.43743056,-79.86357222,9/11/16 06:30
966,966,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473593400,,,,,,,,,,,,,,3,,,,,,,,,,,,,,40.43743056,-79.86357222,9/11/16 07:30
967,967,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473597000,,,,,,,,,,,,,,7,,,,,,,,,,,,,,40.43743056,-79.86357222,9/11/16 08:30
968,968,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473600600,,,,,,,,,,,,,,11,,,,,,,,,,,,,,40.43743056,-79.86357222,9/11/16 09:30
969,969,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473604200,,,,,,,,,,,,,,6,,,,,,,,,,,,,,40.43743056,-79.86357222,9/11/16 10:30
970,970,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473607800,,,,,,,,,,,,,,3,,,,,,,,,,,,,,40.43743056,-79.86357222,9/11/16 11:30
971,971,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473609600,11,4.090909091,,,,,,,,,,,,,,,,,,,,,3.5,,,,,40.43743056,-79.86357222,9/11/16 12:00
972,972,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473611400,,,,,,,,,,,,,,4,,,,,,,,,,,,,,40.43743056,-79.86357222,9/11/16 12:30
973,973,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473615000,,,,,,,,,,,,,,3,,,,,,,,,,,,,,40.43743056,-79.86357222,9/11/16 13:30
974,974,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473618600,,,,,,,,,,,,,,1,,,,,,,,,,,,,,40.43743056,-79.86357222,9/11/16 14:30
975,975,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473622200,,,,,,,,,,,,,,2,,,,,,,,,,,,,,40.43743056,-79.86357222,9/11/16 15:30
976,976,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473625800,,,,,,,,,,,,,,0,,,,,,,,,,,,,,40.43743056,-79.86357222,9/11/16 16:30
977,977,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473636600,,,,,,,,,,,,,,3,,,,,,,,,,,,,,40.43743056,-79.86357222,9/11/16 19:30
978,978,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473640200,,,,,,,,,,,,,,2,,,,,,,,,,,,,,40.43743056,-79.86357222,9/11/16 20:30
979,979,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473643800,,,,,,,,,,,,,,8,,,,,,,,,,,,,,40.43743056,-79.86357222,9/11/16 21:30
980,980,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473647400,,,,,,,,,,,,,,6,,,,,,,,,,,,,,40.43743056,-79.86357222,9/11/16 22:30
981,981,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473651000,,,,,,,,,,,,,,7,,,,,,,,,,,,,,40.43743056,-79.86357222,9/11/16 23:30
982,982,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473654600,,,,,,,,,,,,,,9,,,,,,,,,,,,,,40.43743056,-79.86357222,9/12/16 00:30
983,983,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473658200,,,,,,,,,,,,,,8,,,,,,,,,,,,,,40.43743056,-79.86357222,9/12/16 01:30
984,984,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473661800,,,,,,,,,,,,,,5,,,,,,,,,,,,,,40.43743056,-79.86357222,9/12/16 02:30
985,985,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473665400,,,,,,,,,,,,,,6,,,,,,,,,,,,,,40.43743056,-79.86357222,9/12/16 03:30
986,986,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473669000,,,,,,,,,,,,,,7,,,,,,,,,,,,,,40.43743056,-79.86357222,9/12/16 04:30
987,987,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473672600,,,,,,,,,,,,,,7,,,,,,,,,,,,,,40.43743056,-79.86357222,9/12/16 05:30
988,988,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473676200,,,,,,,,,,,,,,4,,,,,,,,,,,,,,40.43743056,-79.86357222,9/12/16 06:30
989,989,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473679800,,,,,,,,,,,,,,5,,,,,,,,,,,,,,40.43743056,-79.86357222,9/12/16 07:30
990,990,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473683400,,,,,,,,,,,,,,8,,,,,,,,,,,,,,40.43743056,-79.86357222,9/12/16 08:30
991,991,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473687000,,,,,,,,,,,,,,3,,,,,,,,,,,,,,40.43743056,-79.86357222,9/12/16 09:30
992,992,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473690600,,,,,,,,,,,,,,0,,,,,,,,,,,,,,40.43743056,-79.86357222,9/12/16 10:30
993,993,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473694200,,,,,,,,,,,,,,6,,,,,,,,,,,,,,40.43743056,-79.86357222,9/12/16 11:30
